day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
43,1026.9,18.1,17.4,16.6,12.6,79,72,6.5,40,19,0
44,1020.5,15.2,14.6,14.6,12.5,90,80,0,50,39.5,1
45,1017,16.7,15.5,14.7,14.6,82,94,0,70,41.4,1
46,1015,20.3,18.1,17.1,15.5,91,87,0.7,40,14,1
47,1013,15.8,15.3,14.7,11,79,93,0,70,39.5,1
48,1014.6,20.3,18.4,15.7,16.4,94,91,0.3,20,10.2,1
49,1013.7,22.3,20.1,18.8,19.2,91,80,0,40,12.4,1
50,1020.4,15.8,12.5,11.8,11.1,75,88,0,20,21.9,1
51,1013.4,21,19,17.1,18.7,95,100,0,50,28.6,1
52,1018.2,22.6,18.2,17.7,16,96,99,0,60,22.5,1
53,1017.8,15.5,13.6,11.4,11.1,96,100,0,20,34.2,1
54,1020.9,17.3,15.4,13.4,9.6,93,95,0,20,18.8,1
55,1017.7,23,20.8,18.2,15,77,53,10.2,70,39.5,0
56,1015.6,19.1,17.5,16.8,16.6,97,95,0,40,23.2,1
57,1018.9,16.3,15.3,14.2,13.3,92,95,0,70,34.8,1
58,1012.2,24.8,21.6,19.6,19.1,87,88,0.6,50,16.4,1
59,1012,25.2,21.3,20.2,19.9,79,88,2,80,26.8,1
60,1018.4,25.3,21.2,19.9,18.2,83,85,3.2,40,13.8,1
61,1012.2,20.4,17.8,16.9,16.1,90,90,2.1,60,39.7,1
62,1014.9,20.8,18.1,16.9,15.8,78,88,0,20,39.3,1
63,1015.5,17.4,16.6,15.4,15.7,98,99,0,60,36,1
64,1018.4,17.2,16.3,15.3,15.3,95,100,0.2,30,41.3,1
65,1020.4,16.2,15.9,14.5,9.5,72,44,10.7,20,35.3,0
66,1018.4,19.2,17.3,16.4,11.8,62,46,10.9,40,20.5,0
67,1020.4,23.1,18.3,17.4,16.8,64,29,6.7,20,29.2,0
68,1016.8,23.1,18.4,17.2,20.5,68,19,10.2,40,24.8,0
69,1022.7,17.3,15.7,12.3,11.8,78,40,9.1,20,38.3,0
70,1016.5,17.1,16.3,15.3,13.7,79,89,0,20,28.8,1
71,1013,21.6,20.9,19,18.9,92,87,2.5,30,22.8,1
72,1017.9,16.7,15.6,14,11,92,93,0,40,20.4,0
73,1016.2,25.4,22.4,21,20.6,92,88,0.4,40,17.2,1
74,1015.9,23.3,21.1,20.5,17.3,96,88,0.1,80,7.9,1
75,1013.9,24.9,22.3,20.6,21.4,86,88,0.2,80,19.7,1
76,1013.1,25.2,23.1,20.7,20.7,86,83,5.6,30,30,1
77,1013.2,24.9,23.3,21.1,22.3,95,81,0,50,28.7,1
78,1015.4,26.5,23.2,21,21.9,80,80,0.5,20,14.6,1
79,1015.4,25.9,24.5,23.8,12.5,79,38,10.4,60,9.8,0
80,1011.6,25.5,23.8,22.5,21.5,87,88,1.6,70,35.1,1
81,1015.2,25.3,24.8,23.1,23.2,92,85,0.3,190,20.5,1
82,1011.1,24.9,22.4,20.2,19.9,78,85,1.1,60,5.7,1
83,1016.5,26.4,23.3,20.6,22.1,80,78,1.6,200,11.9,1
84,1011.6,26,24.3,23.1,22.6,93,86,0.1,70,18.1,1
85,1012.5,26.6,24.7,23.5,18.8,76,81,0.3,60,15.3,1
86,1020.3,27.5,24.4,24.4,20.4,76,77,1.5,50,13,1
87,1012.9,25.9,25.9,24.4,23.3,91,88,1.5,90,31.8,1
88,1012.5,27.9,25.5,22.4,23.8,92,89,0.7,170,11.7,1
89,1013.5,27.6,25.8,23.6,23.5,86,84,0.6,70,15.7,1
90,1008.5,27.6,25.4,24,24.2,94,85,1.5,40,14.2,1
91,1012.3,27.3,25.1,23.4,22.6,89,83,6,90,32.2,1
92,1012.5,23.4,22.8,20.4,19.3,91,88,0.1,70,33.4,1
93,1009.8,27.7,25.4,24.1,24.2,89,84,1,190,12.6,1
94,1016.6,26.5,25.3,24.1,24.2,94,88,1,40,14.5,1
95,1008.1,28.4,26,24,22.1,88,84,3.5,210,13.3,1
96,1011.2,27.4,25.8,24.8,22.3,87,89,0.6,70,25.1,1
97,1007.9,28.4,26.5,25.5,23.8,87,84,1.2,70,34,1
98,1012.5,27.2,25.6,24.8,21.6,85,78,0,70,16.7,1
99,1008.3,29,26.6,24.8,22.3,89,88,3.2,80,12.7,1
100,1013,28.2,25.5,24,22.3,80,84,2.3,80,8.9,1
101,1013.1,29.1,26.2,24.7,23.8,87,83,3.3,80,15.4,1
102,1006.9,27.5,25,24.9,22.1,89,88,0.5,240,10.2,0
103,1011.4,29.2,26.9,25.5,23.2,89,83,3.6,50,11.3,0
104,1010.5,27.8,25.8,24.7,20.4,87,88,0.6,80,14.6,1
105,1014,26.3,25,24.7,24.7,88,89,0.2,80,9.9,1
106,1011.6,30.1,26.8,22.8,23.2,87,82,2.2,100,16.5,1
107,1010.5,29.8,24.9,23.2,22.9,81,82,2.4,70,18.6,1
108,1012.3,27.6,25.4,24.8,24.2,85,82,1.3,200,10.2,1
109,1012,28.6,26.5,25.5,23.1,88,84,1.1,80,13,1
110,1009.4,30.6,28.3,26.5,24.6,83,88,5.3,220,8.9,1
111,1012.2,26.9,25.4,25.3,22.2,89,80,2.8,40,15.1,1
112,1008.1,28.8,25.7,24.8,23.1,89,88,1.6,240,15.8,1
113,1013.3,30.6,27,25.8,23.7,83,81,1.2,50,11.1,0
114,1010.3,26.2,23.1,21.1,21.9,90,77,2.2,40,14.5,1
115,1011.4,25.2,23.1,21,20.9,79,79,3.1,40,26.5,0
116,1010.3,27.5,25.9,23.7,21.6,82,88,6.6,20,18.8,1
117,1008.7,31,27.8,26.1,24.4,76,82,2.7,20,12.9,1
118,1010.3,26.5,25.9,24.3,22.4,84,80,3.5,80,21.6,1
119,1009.9,27.7,25.3,24.4,22.5,89,84,1,220,25,1
120,1008,27.9,27.8,26.4,25,89,88,1,130,18.4,1
121,1006.9,30.4,27.9,24.5,23.7,81,83,3.3,20,15.3,1
122,1011.4,29.2,27.1,24.4,23,82,85,6,110,37.5,1
123,1011.5,29.1,26.8,24.5,23.4,83,85,1.6,50,8.6,1
124,1007.8,28.8,26.7,25.4,24.4,87,84,1.6,50,7.9,1
125,1008.1,30.4,27.8,25.9,24.4,89,88,1.6,220,30.3,1
126,1010.1,29.2,26.6,24.1,22.1,89,87,2.6,220,23.7,1
127,1008.1,28,26.8,25.9,25.5,85,84,0.7,70,14.8,1
128,1006.9,28.7,26.6,25.4,25.4,87,88,0.3,80,20.7,1
129,1008.4,28.4,27,25.5,25.4,89,88,0.4,190,12.1,1
130,1012.5,31.3,28,26.4,25.5,82,80,4.1,70,29,1
131,1008.3,31.2,29.7,28.4,26.1,84,89,1.6,130,16.7,1
132,1008.7,32.8,30.1,28,26,79,78,9.2,220,16.4,1
133,1009.1,33,30,27.1,26.2,77,70,6.1,80,21.3,1
134,1008.5,30.9,27,24.7,25.8,84,85,3.1,220,9.8,1
135,1009.4,33.3,30.2,27,24.3,82,83,2.2,220,24.4,1
136,1006.8,33.1,30.3,28,25,80,77,7.6,220,20.7,1
137,1008.4,31.2,29.1,26.7,25.4,81,78,3.2,220,15.3,1
138,1009.3,31.4,29.6,28,25.6,86,82,1,220,21.6,1
139,1008.4,29.6,27.5,25.4,25.4,87,82,2.3,50,15.5,1
140,1008.7,33.4,30.1,28.4,25.4,67,77,9.4,220,30.2,1
141,1006.3,33.2,29.9,28,26,74,86,3.5,220,40,1
142,1007.5,28.5,26.5,24,23.4,61,87,1.6,20,19.4,0
143,1008.6,32.8,30,28.1,25.8,79,86,2.1,240,20,1
144,1006.1,32.6,30,27.6,25.4,74,48,10.9,80,7.4,0
145,1004.9,29.1,27.1,25,26.4,92,96,0.6,250,14.5,1
146,1005.9,27.8,26.7,25.3,25.2,93,88,0.3,250.3,21.2,1
147,1009.1,28.2,26.3,25.6,23,80,83,1.4,230,5.9,1
148,1008.8,30.7,27.4,23.3,24.2,67,80,8.6,110,17.2,1
149,1008.1,32.4,28.3,26.8,24.8,74,62,7.7,240,23.9,0
150,1008.5,31.8,29.6,26.9,25.7,79,69,6.7,240,13,0
151,1008.5,33.2,30.8,27.4,24.1,71,48,10,230,23.4,0
152,1008.4,33.1,30.6,28.4,24.7,72,34,11.1,170,12.6,0
153,1007.8,33.2,30.7,28,25.8,79,48,10,220,10,0
154,1009.3,33.8,30.3,29.3,26.3,78,78,7.4,200,9.8,0
155,1008.4,35.1,30.6,28.1,25.9,78,25,11.1,110,13.4,0
156,1010.3,33.1,30.1,27.3,25.4,74,46,10.4,180,25.1,1
157,1008.1,32.9,30.4,27.4,25.6,82,62,5.5,80,19,1
158,1005.3,30,28.4,26.1,25.7,79,88,3,40,7.3,1
159,1008.1,33.9,30.6,27.4,24.7,74,61,6,130,10.2,1
160,1008.5,32.4,30,28.7,25,72,49,10.1,230,9.1,0
161,1008.1,33,30.7,28.4,25.9,81,70,7,230,13.3,1
162,1005.5,31.4,28.3,26.3,25,89,83,0.4,80,15.1,1
163,1005.1,33,30,28.4,24.7,78,77,7.4,230,21.9,1
164,1008.4,32.3,29.2,28.1,25,75,41,8,230,28.4,0
165,1008.1,33.3,30.1,28.1,25.8,78,72,7.7,190,12.4,0
166,1007.9,32.8,29,27.5,25.6,80,77,6.5,230,15.8,0
167,1007.1,31.9,28.9,26.3,24.7,81,84,1.3,130,26,1
168,1008.8,31.1,28.6,27.7,25.9,81,81,2.2,200,32.4,1
169,1002.5,33.7,30.1,29.1,26.7,82,69,6,220,22.9,1
170,1000.2,32.5,30.1,28,25.5,78,79,6.6,200,12.8,0
171,1009.8,31.7,28.9,25.6,25,85,82,3.6,220,22.3,1
172,1002.2,30.4,28.4,27.7,25.3,82,60,1.1,60,25,1
173,1005.7,30.9,28.1,25.4,26,87,84,2.1,210,11,1
174,1008.3,32.4,28.8,26,25.1,77,60,8.4,230,26,0
175,1009.2,29.5,27.4,27.4,25.9,79,60,5.1,110,11.3,0
176,1006,29.2,27.7,26.3,25.8,83,86,0.3,240,23.5,1
177,1009.6,31.2,28.9,26.3,25.4,87,85,2.4,200,22.3,1
178,1008.7,31.3,29.7,28.1,26,92,84,0.4,220,24.5,1
179,1008.9,29.1,27.5,25.3,25.4,81,86,1.1,220,15.7,1
180,1007.9,32.2,29.7,28,26,75,69,6.5,200,16.4,1
181,1008.3,33,30.1,27,25.4,81,48,8.8,240,16,0
182,1008.7,32.5,30,28.1,26.2,78,57,9.1,220,14.8,0
183,1008.4,32,30,28.2,26.4,77,78,6.5,230,28,1
184,1008.1,31,28.1,26.8,25.1,81,84,2.1,190,15.9,1
185,1008.3,31.4,28.3,26.5,24.8,77,84,3.3,140,21.9,1
186,1006.5,35.1,31,26.9,25,74,58,10.6,180,8.9,0
187,1006.1,32.5,30.2,28.6,25.3,77,79,6.4,220,10.3,1
188,1008.4,32,30.3,28.3,26.2,79,54,6.3,240,10.9,1
189,1008.8,32.3,29.3,27,24.8,81,56,9.1,170,9.5,0
190,1005.6,32.3,29.1,26.9,25.8,74,72,11.8,200,11.2,0
191,1006.2,33.8,30.3,28.3,26.4,81,87,5.7,230,21.8,0
192,1010,33.3,30.4,27.6,25.9,82,83,2.6,50,10.2,1
193,1008.3,33,30.6,29,26,79,72,8.3,220,13.9,1
194,1006.6,33.7,29.1,27.5,25.3,79,78,5.3,20,23.7,1
195,1009.7,32.8,30.2,28.9,25.4,78,43,8.1,240,10.2,0
196,1008.1,33.9,30.1,27,24.8,76,49,8.8,10,10,1
197,1007.5,32.9,29.7,27.9,24.4,78,38,11.8,210,17.3,1
198,1005.8,33.4,30.2,28.1,24.3,80,78,4.3,220,20.8,1
199,1008.4,32.9,30.2,28.6,25.3,79,57,10.6,230,19.6,1
200,999,35.1,31,26.8,26.1,77,57,9.1,20,20.9,0
201,1009.5,32.3,29.2,27.8,24.6,84,72,6.2,100,12,0
202,1010.7,31.9,28.9,26.7,25.7,84,81,3.2,60,6.6,1
203,1005.5,31.1,28.7,26.9,24.5,82,84,1.6,220,12.1,1
204,1008.1,31.2,28.6,25.3,25.4,76,46,11.7,220,12.6,0
205,1009.9,31.9,28.8,27.4,26.1,84,88,2.7,80,17.2,1
206,1011.1,30.9,27.5,25.4,25.4,89,82,1.2,110,16.3,1
207,1009.1,30.2,27.9,26.3,25.3,87,84,2.1,230,14,1
208,1006.7,31.7,28.2,27,25,88,80,2.5,230,14.3,1
209,1008.9,30.6,27.2,25.5,26.6,87,88,0.2,220,12.5,1
210,1006.9,32.1,29.4,27.2,24.7,84,86,1.4,220,12.4,1
211,1008.8,33,30.3,28,25.2,78,72,7.2,220,16,1
212,1008.2,32.2,28.7,26.4,24.3,79,78,9.5,220,9.8,1
213,1008.3,32.5,28.6,26.6,25.3,80,77,2.4,300,24.4,1
214,1008.3,34.4,30.3,28.7,25.3,77,43,8.4,120,13.8,0
215,1008.4,30.6,27.8,25.2,25.2,80,77,5.7,230,12.4,1
216,999,32.8,29.1,26.8,26,84,51,7,200,11.8,1
217,1008.1,29.8,27.8,25.5,23.3,86,82,1.9,200,14.1,1
218,1008.5,33.4,29,25.9,23.3,74,32,10.2,50,22.8,0
219,1005.6,34.7,30,29,26,84,83,0.5,230,16.5,1
220,1008.5,31.2,28.4,26.9,25,89,88,1,180,11.7,1
221,1008.1,31.4,28.4,26.3,24.9,82,80,2,20,7.4,1
222,1008.5,31.7,28.2,26.5,24.2,87,87,2.6,220,13.2,1
223,1007.9,34.2,30.1,27.8,24.7,74,72,10.4,220,8.9,0
224,1006.7,32.8,30.1,28.1,24.3,74,23,10.4,220,12.4,0
225,1006,28.9,26.1,24.6,24.9,82,81,6.5,240,9.1,1
226,1000.3,28.7,26,24.7,23.3,86,83,0.1,210,20.2,1
227,1012.5,27.8,25.9,24.5,23.8,89,81,2.2,80,19.8,1
228,1012,28.1,25.9,24.5,23.3,78,83,2.5,80,19.4,1
229,1013,30.9,29.7,28,25,78,84,1.5,220,23.4,1
230,1009.9,29.1,26.7,25.4,25.4,89,85,3.3,200,22,1
231,1003.8,29.1,28.7,27.7,24.5,93,84,1.6,230,27.1,1
232,1011.1,33,30.1,27.5,24.2,70,39,9.5,10,28.3,0
233,1005.3,31,27.2,26.2,24.9,82,86,1.6,80,28.7,1
234,1011.2,28.3,26.4,25.5,24.8,82,79,2.4,60,13.7,1
235,1008.2,28.4,26.8,24.7,24.3,92,88,0.3,110,15.9,1
236,1013,29.4,26.5,24.8,22.3,76,84,4.8,20,5.9,1
237,1011.4,29.1,26.8,24.9,22.1,75,46,8.3,140,9.1,1
238,1006.7,31.9,29.2,26.2,25.4,81,84,2,230,33.5,1
239,1011.4,31.9,28.7,26.8,24.5,81,69,5.5,70,29.3,1
240,1014.4,30.5,27.2,26,25.2,88,83,3.6,230,20,1
241,1011.1,31,28.1,26.8,24.9,78,60,8.4,140,12,1
242,1008.4,28.9,26.9,25.4,25.4,89,88,1.1,230,39.7,1
243,1008.8,32,29.1,27.4,25.4,86,84,1.5,220,35.3,1
244,1011.1,28.6,26.8,25.4,23.9,84,78,3,230,9.8,1
245,1008.2,32.8,29.4,26.6,25.9,84,88,0.8,210,28.9,1
246,1010.4,31,28,26.5,23.3,85,58,6,80,14.5,0
247,1006.7,30.8,28.1,26.9,25.9,87,53,11.1,200,37,0
248,1013,30.2,28.1,26.2,24.1,80,70,6.2,210,14.8,0
249,1011.5,30.5,27.4,25.5,23.8,76,53,10.1,50,28.6,1
250,1008.1,32.1,28.1,26.7,24.8,79,78,7.7,230,39.3,1
251,1013.3,30.9,28.3,26.6,21.2,75,32,10,220,25,0
252,1010.3,29.4,27.9,26.6,23.1,79,81,3.4,40,8.9,1
253,1008.9,32.3,29.1,26.2,25.4,87,88,2.8,230,11.9,1
254,1006.7,32.8,29.6,25.5,20.9,75,38,10.1,220,12.8,0
255,1008.1,31.7,28.1,26.8,24.9,81,88,0.4,40,13.6,1
256,1007.3,31.2,28,26.2,25,86,83,0.9,230,52.8,1
257,1008.9,32.7,29,27,25.8,74,61,9.8,220,44.7,1
258,1012.7,28.4,26.9,24.3,23.1,81,85,0.6,70,30.4,1
259,1006.8,30.9,27.6,25.4,26,97,88,0.5,130,30,1
260,1005.7,27.9,26.1,25.9,24.5,94,87,2.2,20,35.8,1
261,1008.4,31.1,28.3,26,25.4,86,83,8.1,270,34,1
262,1013.1,30.1,26,24.4,24.8,81,56,2.4,80,21.9,1
263,1007.6,28.2,25.5,23.9,21.6,68,39,8.2,230,8.7,0
264,1013.5,28.6,25.8,22.4,24.7,79,84,6.7,190,8.3,0
265,1015.5,30.2,27.7,24.5,20.9,76,68,7.7,70,8.3,0
266,1018.9,31,28.7,26.6,24.8,85,53,4.5,220,14.7,0
267,1008.8,27.5,25.4,24.9,23.2,92,95,0,40,25.1,1
268,1013.7,29.2,25.3,23.1,20.7,77,19,9.5,20,10.3,0
269,1015.4,31.8,28,26.4,24.7,79,72,7.8,210,20.2,0
270,1016.8,31.2,28.7,27,23.1,77,47,8.5,70,25,1
271,1012.4,27,24.8,22.3,21.9,85,85,2.7,70,39.7,1
272,1015.6,29.6,25.5,23.3,20.9,75,47,10.5,80,9,1
273,1013.3,30.3,26.8,24.5,19.3,70,50,10,20,8,1
274,1018.9,27.2,25.6,24.4,23.2,83,84,1.2,60,16,1
275,1014.5,24.8,22.4,20.4,20.7,95,85,0,60,38,1
276,1011.8,23.6,21.1,19.6,19.6,72,53,9.6,65,21.6,1
277,1017.1,26.9,25.5,24.3,23.1,93,77,0.3,70,28.3,1
278,1010.9,27.6,24.5,22.4,19,74,61,7.6,20,14.7,1
279,1014.9,26.2,24.5,24,21.4,78,82,2.3,80,37.5,1
280,1016.8,26.9,24.3,23.8,22.1,81,83,0.9,40,21.3,1
281,1014.5,24.2,22,21.8,21.8,83,84,1.9,40,25.9,1
282,1017,27.9,25.8,24.3,21.1,83,65,1,10,11.2,1
283,1015.4,28.9,25.4,23.4,19.6,75,51,7.7,40,22.8,0
284,1019.1,26.4,23.1,21,19.1,79,69,4.6,60,19.4,1
285,1019.9,26.9,24,23.2,19.9,83,69,5.7,70,9.1,1
286,1019.1,25.4,23.1,22.1,16.3,82,59,1,40,29.6,0
287,1017.1,29.6,25.8,24.5,19.3,79,46,7.7,70,20.5,1
288,1013.8,28.2,25.8,23.4,21.4,70,53,9.3,70,33.5,0
289,1013.9,29.1,25.2,23,22.4,81,70,2.4,60,32.4,1
290,1013,29.8,26.8,24.5,21.1,78,49,9.7,80,24.4,0
291,1012.3,29.1,26.8,24,23.4,83,74,5.7,50,20.5,1
292,1018.4,26.9,24.7,22.6,21.4,82,86,1.2,80,21.6,1
293,1019.6,25.9,23.3,21,22.3,79,85,2.9,80,24.9,1
294,1012.4,27.7,25.8,24.4,22.1,82,87,1.1,70,40.8,1
295,1016.5,26.2,23.9,22.3,19.3,79,74,7.4,40,10.7,1
296,1019.5,24.8,22.6,20.3,17.8,78,84,0,20,22.1,1
297,1019.1,24.9,23.8,20.6,18.5,87,79,7.7,60,25.1,1
298,1017.8,26.9,24.9,22.7,21.1,91,79,0.7,70,12.5,1
299,1017.4,26.5,24.8,23.8,22.5,87,77,4.6,90,44.7,1
300,1017.7,28.2,25.2,23.1,22.9,87,81,3.4,40,14.8,1
301,1014.9,26.1,24.4,23.1,23.2,89,88,3.5,80,29.6,1
302,1019.1,29.4,25.8,23.3,18.5,90,80,2.6,50,10.2,1
303,1016.4,26.3,23.7,21,22.3,81,84,0.6,80,8,1
304,1017.2,25.6,23.5,21,19.9,88,75,5.4,40,28.8,1
305,1018.8,26.4,24.7,23.3,21.3,85,82,1.5,70,19.7,1
306,1017,27.8,25.6,24.5,23.2,87,84,1.2,60,11.7,1
307,1016.2,26.5,24.8,24.4,22.4,84,87,1.2,80,37.5,1
308,1014.3,27.8,26.4,25.5,21.4,81,88,1.2,80,26.4,1
309,1015.4,26.8,23.3,22.4,18.4,82,82,1.2,70,37.9,1
310,1017.6,22.3,20,18.3,18,77,87,0.2,60,14,1
311,1014.3,22.3,21.1,19.1,19.9,91,79,3.6,40,20,1
312,1020.8,21.1,18.7,15.9,13.9,75,46,3.3,40,15.8,0
313,1014.8,21.3,20.4,18,18.4,86,84,0.2,80,26.5,1
314,1017.7,22.4,21,19.1,19.4,85,77,0.6,70,31.2,1
315,1015.7,23.2,20.6,19.6,18.1,91,85,0,40,20,1
316,1021.8,25.1,22.6,18.2,17.8,68,34,9.1,60,15.3,0
317,1016.8,25.3,22.5,20,19.9,81,90,2,50,12.5,1
318,1014.6,23.2,22.2,20.7,17.3,90,89,0.1,50,37.5,1
319,1015.2,22.3,20.4,19.9,19.1,90,90,0,70,21.6,1
320,1021.5,21.1,17.7,15.6,11.2,77,89,0.3,40,14.1,1
321,1022.8,22.6,18.5,17.2,13.3,75,88,0.3,80,28,1
322,1019.4,20.4,18.5,17,14.2,85,88,1.9,60,19.8,1
323,1018.2,22.9,20.8,19.6,19.6,94,84,0,40,20.3,1
324,1017,21.9,20.4,19.3,18.6,95,83,0,50,24.8,1
325,1019.1,19.6,17.6,17.1,16.1,92,84,0,70,33.4,1
326,1020.8,21.2,19.9,17.1,15.6,77,88,0.2,50,15.5,1
327,1016.8,19.9,18.2,17.2,16.8,85,93,0,70,26.4,1
328,1016.8,25.1,21.6,19.4,18.6,78,84,0.1,40,17.2,1
329,1016.6,24.1,22.4,20.5,17.3,78,61,7.7,20,29.8,1
330,1022.3,18.4,16.8,15,12.1,78,78,3.3,50,25.9,1
331,1020.4,17.4,15.2,14,-0.3,45,17,8.5,50,15.4,0
332,1022.4,19.2,16.7,13.7,3.5,70,47,9.1,20,35.6,0
333,1020.3,17.3,13.7,11.3,10.1,84,88,3.7,20,12.4,1
334,1024.4,17.6,16.1,15.2,8.9,64,81,0,60,48,1
335,1020.6,16.2,15.3,14.9,12.1,79,86,0.9,20,22.5,1
336,1020.3,20.2,16.8,14.5,11.9,72,88,0,40,27.3,1
337,1022.4,16.2,15.2,12.7,9.2,78,88,0,50,35.8,1
338,1022.8,17.5,15.5,14.2,10,78,78,3.5,20,25,0
339,1021.3,16.5,15.6,14,12.8,85,83,0,40,24.3,1
340,1017.7,17.3,16.6,15.4,13.5,84,93,0,70,43.8,1
341,1019.8,16.5,15.2,13.8,11.2,76,93,0.1,20,39.5,1
342,1019.4,17.1,15,14.8,12.5,75,88,0.2,50,20.4,1
343,1021.8,19.7,17.7,15.2,9.8,62,89,0.6,50,37.9,1
344,1025.4,17.5,16.5,15.3,6.6,64,85,0.1,20,27,1
345,1016.3,16.3,16.5,15.8,16.6,91,83,0.3,50,29.8,0
346,1024.1,19.3,18.3,17.3,18.8,77,84,8.3,80,31.8,1
347,1018.4,21.4,20.9,20.3,19.9,91,84,0,50,23.7,1
348,1016.8,21.9,20,19.7,18.8,90,88,0,70,34.8,1
349,1022.2,17.5,16.5,15.9,13.3,77,88,0,50,24.2,1
350,1020.8,20.1,16.8,14.8,8.8,70,78,6.6,50,14.7,0
351,1017,20.9,18.8,17.8,15,79,83,1.6,50,20,0
352,1020,21.1,18.1,17,14.3,78,88,0,70,33.2,1
353,1017.6,19.9,18.8,17.6,16.7,86,82,0,70,18.6,0
354,1016.4,22.9,20.5,19.7,17.3,79,81,2,50,25.9,1
355,1021.2,20.9,18.9,17.2,16.6,79,88,0.1,50,26.7,1
356,1017.1,22.3,20.8,19.1,18.9,76,78,1.5,40,14.2,1
357,1021.8,22.9,20.8,19.2,15.5,76,49,9.3,50,35.6,0
358,1022.6,18.5,16.8,15.8,12.1,80,88,1.3,30,24.4,1
359,1016.9,18.4,16.4,15.3,13.6,79,84,2.4,40,38,1
360,1015.8,20.9,18.8,17.6,17.7,78,88,0,20,30.6,1
361,1014.6,23.2,20.6,19.1,19.9,97,88,0.1,40,22.1,1
362,1012.4,17.2,17.3,16.3,15.3,91,88,0,50,35.3,1
363,1013.3,19,16.3,14.3,12.6,79,79,5,40,32.9,1
364,1022.3,16.4,15.2,13.8,14.7,92,93,0.1,40,18,1
365,1013.8,21.2,19.1,18,18,89,88,1,70,48,1
